State,Name,Subname,Stats 55% 100%,HP 55%,HP 100%,ATK 55%,ATK 100%,DEF 55%,DEF 100%,Leader Skill,Passive Skill,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date,Ki Multiplier,DMG Multiplier
Base,Super Saiyan 2 Vegeta,Indomitable Fighting Spirit,"HP 16,644 19,244 | ATK 18,717 22,117 | DEF 11,060 14,060","16,644","19,244","18,717","22,117","11,060","14,060","""Super Saiyan 2"" or ""Resurrected Warriors"" Category Ki +3 and HP, ATK & DEF +170%","Will for a Serious Fight Ki +2 and ATK & DEF +150% Reduces damage received by 30% Plus an additional ATK boost by up to 120% (the more HP remaining, the greater the ATK boost) and if HP is 50% or more, great chance of launching an additional Super Attack Plus an additional DEF boost by up to 120% (the less HP remaining, the greater the DEF boost) and if HP is 50% or less, guards all attacks Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres when there is another ""Majin Buu Saga"" Category ally attacking in the same turn or a ""Majin Buu Saga"" Category enemy Plus an additional damage reduction of 20% with a Rainbow Ki Sphere obtained ATK & DEF +120% when attacking with 3 or more Ki Spheres obtained Receives a boost from Babidi's sorcery when conditions are met",,Raises ATK & DEF for 1 turn and causes immense damage to enemy,,"Saiyan Warrior Race, Super Saiyan, Saiyan Pride, Royal Lineage, Prepared for Battle, Supreme Power, Fierce Battle","Majin Buu Saga, Pure Saiyans, Vegeta's Family, Super Saiyan 2, Power Beyond Super Saiyan, Uncontrollable Power, Corroded Body and Mind, Mastered Evolution, Worthy Rivals, Gifted Warriors, Resurrected Warriors","Receives a boost from Babidi's sorcery when facing only 1 enemy, whose HP is 50% or more, starting from the 3rd turn from the start of battle","Dec 10, 2024",150%,630%
Base,Super Saiyan Goku,Right to a Duel,"HP 7,160 8,960 | ATK 8,291 10,091 | DEF 4,148 5,948","7,160","8,960","8,291","10,091","4,148","5,948","""Majin Buu Saga"" Category Ki +3 and HP, ATK & DEF +35%","""Rock"" of Victory ATK & DEF +35% Ki +3 and ATK & DEF +90% when attacking",,Raises ATK & DEF by 35% for 1 turn and causes supreme damage to enemy,,"Golden Warrior, Saiyan Warrior Race, Super Saiyan, All in the Family, Kamehameha, Prepared for Battle","Majin Buu Saga, Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Accelerated Battle, Battle of Fate",[],"Sep 18, 2020",130%,430%
Base,Super Saiyan 2 Vegeta (Angel),A Promise Made to Kakarot,"HP 18,688 22,088 | ATK 17,825 20,825 | DEF 10,913 13,513","18,688","22,088","17,825","20,825","10,913","13,513","""Worthy Rivals"" Category Ki +4 and HP, ATK & DEF +150%; or Super PHY Type Ki +4 and HP, ATK & DEF +100%","Vegeta's Determination ATK & DEF +70% Plus an additional ATK & DEF +4% each time Ki rises by 1 (up to 70%) Ki +3 when the name of an ally who is attacking in the same turn or an enemy includes ""Goku"" (Youth, Captain Ginyu, Jr., etc. excluded) Plus an additional Ki +3 when there is a ""Majin Buu Saga"" Category ally whose name includes ""Goku"" attacking in the same turn","Active Skill Vegeta & Kakarot Condition: Can be activated when there is a ""Majin Buu Saga"" Category ally whose name includes ""Goku"" attacking in the same turn starting from the 3rd turn from the start of battle (once only) Ki +1, ATK +59% and DEF +78% for 1 turn Animation: Play",Raises DEF for 1 turn and causes colossal damage to enemy,Causes mega-colossal damage to enemy and greatly lowers DEF,"Saiyan Warrior Race, Prodigies, Super Saiyan, Royal Lineage, Golden Warrior, Fierce Battle, Legendary Power","Majin Buu Saga, Pure Saiyans, Vegeta's Family, Super Saiyan 2, Power Beyond Super Saiyan, Mastered Evolution, Time Limit, Worthy Rivals, Bond of Parent and Child, Gifted Warriors, Otherworld Warriors, Resurrected Warriors, Connected Hope, All-Out Struggle, Battle of Fate",[],"Sep 16, 2020",200%,570%
Base,Gohan (Kid),Brazen Courage,"HP 17,816 21,216 | ATK 14,094 17,094 | DEF 9,024 11,624","17,816","21,216","14,094","17,094","9,024","11,624","All Types Ki +3 and HP, ATK & DEF +120%","Key to Fate Ki +2 and ATK & DEF +77% at start of turn Ki +7 plus an additional ATK +58% and disables enemy's guard when HP is 58% or less Reduces damage received by 58% when there is an ally whose name includes ""Goku"" (Youth, Captain Ginyu, Jr., etc. excluded) attacking in the same turn",,Causes colossal damage with a medium chance of stunning the enemy,Greatly raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy,"All in the Family, Z Fighters, Saiyan Warrior Race, The Saiyan Lineage, The Innocents, Berserker, Legendary Power","Hybrid Saiyans, Goku's Family, Youth, Giant Ape Power, Uncontrollable Power, Bond of Parent and Child, Bond of Master and Disciple, Earth-Bred Fighters",[],"Sep 15, 2020",200%,620%
Base,Hercule/Majin Buu (Good),A Friend's Decision,"HP 11,368 12,928 | ATK 11,297 13,097 | DEF 6,306 8,346","11,368","12,928","11,297","13,097","6,306","8,346","""Majin Buu Saga"" Category Ki +3 and HP, ATK & DEF +77%; or AGL Type Ki +3 and HP, ATK & DEF +50%","My Mighty Power Medium chance of evading enemy's attack (including Super Attack) Reduces damage received by 40% when HP is 40% or more ""Majin Buu Saga"" Category allies' Ki +2 and ATK & DEF +20% Exchanges with Majin Buu (Good) when conditions are met",,"Greatly raises DEF, causes extreme damage to enemy and lowers ATK",,"World Tournament Champion, Champion's Strength, Hero, Money Money Money, Courage, Supreme Power, Shattering the Limit","Majin Buu Saga, Earthlings, Bond of Parent and Child, Bond of Friendship, World Tournament, Tournament Participants, Earth-Bred Fighters, Gifted Warriors, Saviors, Battle of Fate",Exchanges with Majin Buu (Good) upon entering next attacking turn after the character receives damage 5 or more times in battle,"Sep 15, 2020",140%,430%
Transformation,Majin Buu (Good),A Friend's Decision,"HP 11,368 12,928 | ATK 11,297 13,097 | DEF 6,306 8,346","11,368","12,928","11,297","13,097","6,306","8,346","""Majin Buu Saga"" Category Ki +3 and HP, ATK & DEF +77%; or AGL Type Ki +3 and HP, ATK & DEF +50%","Divergence of Good and Evil ATK & DEF +100% ""Majin Buu Saga"" Category allies' Ki +2 and ATK & DEF +30% Guards all attacks when there is a ""Majin Buu Saga"" Category ally whose name includes ""Hercule"" or ""Goku"" attacking in the same turn",,"Greatly raises ATK & DEF for 1 turn, causes supreme damage to enemy and lowers ATK",,"Majin, The Innocents, Infinite Regeneration, Revival, Master of Magic, The Wall Standing Tall, Shattering the Limit","Majin Buu Saga, Earthlings, Bond of Parent and Child, Bond of Friendship, World Tournament, Tournament Participants, Earth-Bred Fighters, Gifted Warriors, Saviors, Battle of Fate",,"Sep 15, 2020",140%,530%
Base,Super Saiyan 3 Goku,Resolve for the Final Battle,"HP 10,743 12,543 | ATK 11,504 13,304 | DEF 6,358 8,158","10,743","12,543","11,504","13,304","6,358","8,158","""Final Trump Card"" Category Ki +3 and HP, ATK & DEF +77%; or INT Type Ki +3 and HP, ATK & DEF +50%","A Living Super Saiyan 3 ATK & DEF +120% Plus an additional ATK & DEF boost by up to 60% (the more HP remaining, the greater the stat boost) Attacks effective against all Types for 3 turns from the character's entry turn Deactivates transformation when conditions are met",,Causes supreme damage to enemy and greatly lowers DEF,,"Golden Warrior, Super Saiyan, Kamehameha, Over in a Flash, Limit-Breaking Form, Supreme Power, Shattering the Limit","Majin Buu Saga, Pure Saiyans, Goku's Family, Super Saiyan 3, Power Beyond Super Saiyan, Kamehameha, Power of Wishes, Mastered Evolution, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Connected Hope, Accelerated Battle, Battle of Fate",Deactivates transformation when HP is 80% or less starting from the 3rd turn from the start of battle,"Sep 15, 2020",140%,530%
Transformation,Goku,Resolve for the Final Battle,"HP 10,743 12,543 | ATK 11,504 13,304 | DEF 6,358 8,158","10,743","12,543","11,504","13,304","6,358","8,158","""Final Trump Card"" Category Ki +3 and HP, ATK & DEF +77%; or INT Type Ki +3 and HP, ATK & DEF +50%","Everyone's Help Changes INT Ki Spheres to Rainbow Ki Spheres (once only) ATK & DEF +120% Plus an additional ATK +30% per Rainbow Ki Sphere obtained Attacks effective against all Types with a Rainbow Ki Sphere obtained Medium chance of performing a critical hit when all allies are in the ""Majin Buu Saga"" Category",,Causes supreme damage to enemy and raises Super Class allies' ATK by 25% for 1 turn,,"The Saiyan Lineage, Saiyan Warrior Race, All in the Family, Prepared for Battle, Experienced Fighters, Supreme Power, Shattering the Limit","Majin Buu Saga, Pure Saiyans, Goku's Family, Super Saiyan 3, Power Beyond Super Saiyan, Kamehameha, Power of Wishes, Mastered Evolution, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Connected Hope, Accelerated Battle, Battle of Fate",,"Sep 15, 2020",140%,505%
Base,Hercule,Extraordinary Friendship,"HP 18,140 20,740 | ATK 13,122 16,522 | DEF 10,077 13,077","18,140","20,740","13,122","16,522","10,077","13,077","All Types Ki +2 and HP, ATK & DEF +100%",The Bond with Majin Buu Great chance of Ki +7 and ATK +77% Ki +3 and DEF +77% for 3 turns from the character's entry turn High chance of evading enemy's attack (including Super Attack) for 3 turns after receiving an attack Attacked enemy's ATK -22% for 3 turns,,Causes colossal damage with a medium chance of stunning the enemy,Causes mega-colossal damage to enemy and raises ATK & DEF by 50% for 3 turns,"Hero, Soul vs Soul, Golden Z-Fighter, Supreme Power, The Innocents, Shattering the Limit, Legendary Power","Majin Buu Saga, Earthlings, Bond of Parent and Child, Bond of Friendship, World Tournament, Tournament Participants, Earth-Bred Fighters, Saviors",[],"Sep 15, 2020",200%,570%
Base,Majin Buu (Piccolo),Power Taken From Others,"HP 12,810 15,410 | ATK 10,468 13,468 | DEF 6,628 10,028","12,810","15,410","10,468","13,468","6,628","10,028","""Power Absorption"" Category Ki +3 and HP, ATK & DEF +120%","Majin's Scheme Recovers 15% HP at start of turn Ki +3 and ATK & DEF +150% ""Power Absorption"" Category allies' ATK +30% and DEF +50% Medium chance of evading enemy's attack (including Super Attack)",,Causes supreme damage with a high chance of stunning the enemy,,"Demonic Ways, Brainiacs, Metamorphosis, Majin, Nightmare, The Wall Standing Tall, Fierce Battle","Majin Buu Saga, Artificial Life Forms, Transformation Boost, Power Absorption, Majin Power, Uncontrollable Power, Demonic Power, Sworn Enemies, Worldwide Chaos",[],"Aug 29, 2020",140%,430%
Base,Tien,Risky Covering Fire,"HP 12,091 15,491 | ATK 10,756 13,756 | DEF 6,782 9,382","12,091","15,491","10,756","13,756","6,782","9,382","""Earthlings"" Category Ki +3 and HP, ATK & DEF +120%","Ally's Backup Ki +3 and ATK & DEF +150% Plus an additional ATK +70% when performing a Super Attack ""Majin Buu Saga"" Category Super Class allies' ATK +30% and DEF +50% High chance of stunning the attacked enemy",,Causes supreme damage to enemy and greatly lowers ATK & DEF,,"Crane School, Experienced Fighters, Solid Support, Cold Judgment, Z Fighters, Courage, Fierce Battle","Majin Buu Saga, Earthlings, Worthy Rivals, Bond of Friendship, Earth-Bred Fighters, Saviors, Connected Hope",[],"Aug 29, 2020",140%,430%
Base,Zamasu (Goku),Dawn of Darkest Justice,"HP 15,386 18,386 | ATK 15,066 18,466 | DEF 9,024 11,624","15,386","18,386","15,066","18,466","9,024","11,624","""Time Travelers"" Category Ki +3 and HP, ATK & DEF +100%",Zero Mortals Plan Begins ATK & DEF +59% Ki +1 with each attack received (up to +6) Launches an additional attack that has a medium chance of becoming a Super Attack when facing 2 or more enemies Plus an additional ATK & DEF +20% with each final blow delivered (up to 59%),,Causes colossal damage to enemy and lowers ATK & DEF,Raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy,"Godly Power, Cold Judgment, Nightmare, Dismal Future, Fear and Faith, Shattering the Limit, Legendary Power","Future Saga, Potara, Realm of Gods, Power of Wishes, Corroded Body and Mind, Super Bosses, Time Travelers, Dragon Ball Seekers, Inhuman Deeds, Worldwide Chaos",[],"Jul 30, 2020",200%,620%
Base,Vegeta (Kid) & Raditz (Kid),Daring Planetary Invasion,"HP 9,621 12,021 | ATK 10,766 13,166 | DEF 5,421 7,821","9,621","12,021","10,766","13,166","5,421","7,821","""Joined Forces"" Category Ki +3 and HP, ATK & DEF +77%; or Extreme Class Ki +3 and HP, ATK & DEF +40%","Fearless Smile ATK & DEF +70% Plus an additional Ki +1, ATK & DEF +20% and chance of performing a critical hit +10% per ""Pure Saiyans"" Category ally (self excluded) attacking in the same turn Launches an additional attack that has a high chance of becoming a Super Attack when there is another ""Joined Forces"" Category ally attacking in the same turn",,"Raises ATK, causes supreme damage to enemy and lowers ATK",,"Saiyan Warrior Race, The Saiyan Lineage, Frieza's Army, Brutal Beatdown, Thirst for Conquest, Prepared for Battle, Shattering the Limit","Pure Saiyans, Youth, Joined Forces, Space-Traveling Warriors, Terrifying Conquerors",[],"Jul 19, 2020",140%,500%
Base,Broly (Kid),First Friend,"HP 9,461 11,861 | ATK 10,928 13,328 | DEF 5,300 7,700","9,461","11,861","10,928","13,328","5,300","7,700","""Pure Saiyans"" Category Ki +3 and HP, ATK & DEF +77%; or INT Type Ki +3 and HP, ATK & DEF +50%",Attack-Evasion Training ATK & DEF +70% and disables enemy's guard Medium chance of evading enemy's attack (including Super Attack) Deliver the final blow to recover 20% HP at the end of turn,,Raises ATK & DEF and causes supreme damage with a medium chance of stunning the enemy,,"Saiyan Warrior Race, The Saiyan Lineage, The Innocents, Prodigies, Tough as Nails, Prepared for Battle, Shattering the Limit","Pure Saiyans, Youth, Bond of Friendship, Gifted Warriors",[],"Jul 19, 2020",140%,510%
Base,Super Saiyan God SS Goku,Awakening to a New Dimension,"HP 7,755 9,315 | ATK 7,755 9,555 | DEF 4,755 6,795","7,755","9,315","7,755","9,555","4,755","6,795","""Realm of Gods"" Category Ki +5 and HP, ATK & DEF +55% when team includes all five Super Types","Overflowing Divinity ATK & DEF +55%, plus an additional ATK +55% with 5 or more Ki Spheres obtained Plus an additional ATK +55% when performing a Super Attack",,Causes supreme damage to enemy and raises DEF for 5 turns,,"Super Saiyan, Warrior Gods, Godly Power, Kamehameha, Shocking Speed, Prepared for Battle","Pure Saiyans, Goku's Family, Power Beyond Super Saiyan, Kamehameha, Realm of Gods, Mastered Evolution, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Accelerated Battle",[],"Jul 6, 2020",135%,430%
Base,Frieza (Final Form),Introduced to Humiliation and Despair,"HP 6,972 9,012 | ATK 8,241 10,041 | DEF 4,305 5,865","6,972","9,012","8,241","10,041","4,305","5,865","All Types Ki +3 and HP, ATK & DEF +30%",An Uphill Battle Ki +3 and ATK & DEF +77% when HP is 77% or below,,Causes supreme damage to enemy,,"Prodigies, Universe’s Most Malevolent, Shocking Speed, Strongest Clan in Space, Nightmare","Planet Namek Saga, Wicked Bloodline, Transformation Boost, Sworn Enemies, Gifted Warriors, Space-Traveling Warriors, Terrifying Conquerors, Inhuman Deeds, Planetary Destruction, Exploding Rage, Accelerated Battle",[],"Jul 6, 2020",130%,430%
Base,Vegeta,Solitary Warrior,"HP 7,474 9,274 | ATK 8,065 10,105 | DEF 4,273 5,833","7,474","9,274","8,065","10,105","4,273","5,833","All Types Ki +2 and HP, ATK & DEF +2000",Trick of Fate Ki +3 Great chance of ATK +77%,,Causes supreme damage to enemy,,"Saiyan Warrior Race, Royal Lineage, Saiyan Pride, Prodigies, Over 9000","Androids/Cell Saga, Pure Saiyans, Vegeta's Family, Gifted Warriors",[],"Jul 6, 2020",130%,430%
Base,Mecha Frieza,Hatred Unleashed,"HP 9,495 11,055 | ATK 9,766 11,806 | DEF 5,193 6,993","9,495","11,055","9,766","11,806","5,193","6,993","Extreme TEQ Type Ki +2 and HP, ATK & DEF +70%","United Attack Begins ATK & DEF +70% Plus an additional ATK & DEF +50% when there is another ""Wicked Bloodline"" Category ally attacking in the same turn ""Revenge"" Category allies' ATK +20% and DEF +10%",,Causes supreme damage to enemy and lowers ATK,,"Prodigies, Universe’s Most Malevolent, Revival, Mechanical Menaces, Strongest Clan in Space, Fear and Faith","Androids/Cell Saga, Wicked Bloodline, Transformation Boost, Sworn Enemies, Gifted Warriors, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Inhuman Deeds",[],"Jul 3, 2020",130%,430%
Base,Super Saiyan Trunks (Future),Blade of Hope and Dreams,"HP 14,544 17,544 | ATK 13,952 16,952 | DEF 8,261 11,261","14,544","17,544","13,952","16,952","8,261","11,261","Super Class Ki +3 and HP, ATK & DEF +100%","Light of Miracles Changes STR Ki Spheres to INT Ki Spheres ATK & DEF +20% per Ki Sphere obtained Randomly changes Ki Spheres of a certain Type (INT & STR excluded) to Rainbow Ki Spheres when there is a ""Realm of Gods"" Category enemy Attacks effective against all Types with 7 or more Ki Spheres obtained",,Causes immense damage to enemy and greatly lowers DEF; raises Super Class allies' ATK by 30% for 1 turn,,"Super Saiyan, Golden Warrior, Royal Lineage, Messenger from the Future, Dismal Future, Prepared for Battle, Fierce Battle","Future Saga, Hybrid Saiyans, Vegeta's Family, Super Saiyans, Power of Wishes, Miraculous Awakening, Bond of Parent and Child, Bond of Master and Disciple, Super Heroes, Earth-Bred Fighters, Time Travelers, Revenge, Entrusted Will, Battle of Wits, Battle of Fate",[],"Jun 26, 2020",140%,600%
Base,Golden Frieza,Golden Malice,"HP 13,926 16,926 | ATK 12,734 15,734 | DEF 8,355 11,355","13,926","16,926","12,734","15,734","8,355","11,355","TEQ, INT & STR Types Ki +3 and HP, ATK & DEF +80%","Golden Evolution ATK & DEF +90% at start of turn ""Target: Goku"" Category allies' Ki +2 and ATK & DEF +30% High chance of performing a critical hit when facing an enemy whose name includes ""Goku"" (Youth, Captain Ginyu, Jr., etc. excluded)",,Raises DEF and causes supreme damage to enemy,,"Prodigies, Universe’s Most Malevolent, Revival, Super-God Combat, Resurrection 'F', Strongest Clan in Space, Fierce Battle","Wicked Bloodline, Transformation Boost, Full Power, Power of Wishes, Mastered Evolution, Sworn Enemies, Movie Bosses, Gifted Warriors, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Inhuman Deeds, Planetary Destruction, Battle of Fate",[],"Jun 26, 2020",130%,530%
Base,Golden Frieza,Proof of Resurrection,"HP 13,664 16,264 | ATK 12,928 15,928 | DEF 7,798 11,198","13,664","16,264","12,928","15,928","7,798","11,198",AGL Type ATK +35% per AGL Ki Sphere obtained,Rampant Malice Ki +2 and ATK +90% with 4 or more Ki Spheres obtained Reduces damage received by 90% when HP is 40% or more,,Raises ATK and causes supreme damage to enemy,,"Prodigies, Universe’s Most Malevolent, Revival, Super-God Combat, Resurrection 'F', Strongest Clan in Space, Fierce Battle","Wicked Bloodline, Transformation Boost, Full Power, Power of Wishes, Mastered Evolution, Sworn Enemies, Movie Bosses, Gifted Warriors, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Inhuman Deeds, Planetary Destruction, Battle of Fate",[],"Jun 26, 2020",130%,500%
Base,Super Saiyan God SS Vegeta,Passion of the Warrior Race,"HP 14,133 17,133 | ATK 14,316 17,316 | DEF 8,259 11,259","14,133","17,133","14,316","17,316","8,259","11,259","INT Type Ki +3 and HP, ATK & DEF +120%","Princely Pressure Extreme Class enemies' ATK & DEF -20% and high chance of stunning the enemy when attacking Extreme Class enemies ATK +120% ""Realm of Gods"" Category Super Class allies' DEF +50%",,Causes immense damage to enemy and raises ATK & DEF by 50% for 3 turns,,"Super Saiyan, Saiyan Warrior Race, Warrior Gods, Prodigies, Royal Lineage, Prepared for Battle, Fierce Battle","Future Saga, Pure Saiyans, Vegeta's Family, Power Beyond Super Saiyan, Realm of Gods, Mastered Evolution, Worthy Rivals, Bond of Parent and Child, Siblings' Bond, Bond of Master and Disciple, Super Heroes, Gifted Warriors, Time Travelers, Exploding Rage",[],"Jun 15, 2020",140%,580%
